"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Morocco","Pakistan","Original","2006","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Morocco","Senegal","Original","2002","2007","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","YES","NA"
"Morocco","Vietnam","Original","2008","2013","In Force","0.74","0.5","0.84","0.88","0.88","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","YES","YES","NO","YES","NA"
"Morocco","Norway","Original","1972","1975","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Tunisia","Original","1974","1979","In Force","0.49","0.75","0.34","0.38","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","YES","YES","NO","NO","NO","YES","NA"
"Morocco","Netherlands","Original","1977","1987","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","25","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United Kingdom","Original","1981","1981","In Force","0.26","0.56","0.09","0.13","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","25","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Switzerland","Original","1993","1995","In Force","0.33","0.39","0.34","0.25","0.29","6","NO","NO","YES","YES","YES","YES","NO","NO","NO","NO","7","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Poland","Original","1994","1997","In Force","0.29","0.51","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","25","15","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Russia","Original","1997","2000","In Force","0.43","0.47","0.46","0.38","0.45","8","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","5","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Portugal","Original","1997","2001","In Force","0.21","0.43","0.08","0.13","0.1","8","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","12","12","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United Arab Emirates","Original","1999","2001","In Force","0.35","0.34","0.58","0.13","0.33","8","YES","6","YES","YES","YES","NO","YES","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Romania","Original","2003","2007","In Force","0.36","0.5","0.22","0.38","0.35","6","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Turkey","Original","2004","2007","In Force","0.31","0.36","0.32","0.25","0.25","10","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","7","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Syria","Original","2005","2010","In Force","0.73","0.6","0.97","0.63","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","14","14","14","14","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Oman","Original","2006","2010","In Force","0.69","0.47","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Singapore","Original","2007","2015","In Force","0.49","0.36","0.59","0.5","0.53","6","YES","4","YES","YES","NO","YES","YES","NO","YES","NO","8","10","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Ukraine","Original","2007","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"North Macedonia","Morocco","Original","2010","2013","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","YES","NA"
"Morocco","Serbia","Original","2013","2023","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Morocco","Qatar","Original","2013","2020","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morocco","Saudi Arabia","Original","2015","2023","In Force","0.67","0.38","0.97","0.67","0.91","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","","","","","","","","","","","","","",""
"Morocco","Slovenia","Original","2016","2023","In Force","0.57","0.48","0.59","0.63","0.65","6","YES","3","YES","YES","NO","YES","YES","YES","YES","NO","7","25","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Rwanda","Original","2016","2021","In Force","0.73","0.48","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","8","","8","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Morocco","Zambia","Original","2017","2022","In Force","0.57","0.5","0.84","0.38","0.65","6","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","YES","NA"
"Morocco","United States","Amended by protocol","1979","1981","In Force","0.24","0.47","0.09","0.17","0.13","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","15","10","10","10","0","NO","NO","YES","","","NO","NO","NA"
"Morocco","Spain","Amended by protocol","2015","2016","In Force","0.23","0.39","0.19","0.13","0.12","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","25","15","10","10","10","5","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mozambique","South Africa","Original","2007","2009","In Force","0.32","0.24","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","8","25","15","8","0","5","5","0","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Mozambique","United Arab Emirates","Original","2003","2005","In Force","0.24","0.02","0.44","0.25","0.29","12","YES","9","YES","YES","YES","NO","NO","NO","NO","NO","0","","0","0","0","0","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mozambique","Vietnam","Original","2010","2012","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mozambique","Portugal","Amended by protocol","2008","2010","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Myanmar","Singapore","Original","1999","2010","In Force","0.48","0.35","0.47","0.63","0.53","6","YES","6","YES","YES","NO","YES","NO","NO","NO","YES","5","25","10","10","8","10","15","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","Thailand","Original","2002","2012","In Force","0.54","0.4","0.59","0.63","0.59","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","10","15","5","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","Vietnam","Original","2000","2004","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","NO","YES","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","United Kingdom","Amended by protocol","1951","1948","In Force","0.25","0","0.5","0.25","0.36","","","NO","NO","NO","YES","NO","NO","NO","NO","NO","0","","0","","","0","0","0","0","","","YES","","","NO","NO","NA"
"Namibia","United Kingdom","Pre-independence","1962","1962","In Force","0.23","0.44","0.06","0.2","0.07","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","50","15","20","20","5","5","5","0","","","YES","","NO","NO","NO","NA"
"Namibia","Sweden","Original","1993","1996","In Force","0.61","0.63","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","10","15","10","10","15","15","15","15","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","Romania","Original","1998","2000","In Force","0.59","0.56","0.7","0.5","0.56","9","YES","6","YES","YES","YES","YES","YES","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Namibia","Russia","Original","1998","2001","In Force","0.54","0.28","0.83","0.5","0.62","9","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","South Africa","Original","1998","2000","In Force","0.45","0.38","0.59","0.38","0.47","6","YES","6","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Nepal","Norway","Original","1996","1998","In Force","0.46","0.41","0.72","0.25","0.47","6","YES","6","NO","NO","NO","YES","NO","NO","YES","NO","5","25","15","15","10","15","15","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Nepal","Pakistan","Original","2001","2009","In Force","0.89","0.69","0.97","1","1","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","YES","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Qatar","Original","2007","2010","In Force","0.68","0.44","0.84","0.75","0.76","6","YES","6","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","15","15","15","0","NO","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Sri Lanka","Original","1999","2000","In Force","0.79","0.53","0.98","0.86","0.88","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","10","15","15","15","0","NO","YES","YES","YES","","NO","NO","NA"
"Nepal","Thailand","Original","1998","1999","In Force","0.84","0.69","0.97","0.88","0.94","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","NO","YES","YES","YES","YES","NO","NO","NA"
"Netherlands","Nigeria","Original","1991","1993","In Force","0.53","0.48","0.48","0.63","0.53","3","YES","3","YES","YES","NO","NO","YES","YES","YES","NO","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Netherlands","Philippines","Original","1989","1992","In Force","0.59","0.5","0.84","0.43","0.63","6","YES","6","NO","NO","YES","YES","NO","NO","YES","YES","10","10","15","15","10","15","15","15","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","Sri Lanka","Original","1982","1979","In Force","0.51","0.38","0.72","0.43","0.56","6","YES","6","NO","NO","NO","YES","NO","NO","YES","YES","10","25","15","10","5","10","10","10","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","Uganda","Original","2004","2006","In Force","0.28","0.24","0.47","0.13","0.29","6","YES","4","YES","NO","NO","NO","NO","NO","YES","NO","0","50","15","10","0","10","10","0","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Zimbabwe","Original","1989","1992","In Force","0.3","0.56","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","20","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","NO","NA"
"Netherlands","Thailand","Original","1975","1976","In Force","0.34","0.52","0.36","0.14","0.25","3","NO","NO","YES","YES","YES","NO","YES","NO","NO","YES","10","25","25","25","10","15","5","15","0","NO","NO","NO","NO","","NO","NO","NA"
"North Macedonia","Netherlands","Original","1998","2000","In Force","0.14","0.09","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","YES","YES","NA"
"Netherlands","Zambia","Original","2015","2019","In Force","0.31","0.34","0.47","0.13","0.29","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","10","15","10","10","7.5","7.5","7.5","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Venezuela","Amended by protocol","1995","1998","In Force","0.14","0.21","0.06","0.14","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","","0","25","10","5","5","5","10","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Netherlands","Uzbekistan","Amended by protocol","2017","2018","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Netherlands","Ukraine","Amended by protocol","2018","2022","In Force","0.23","0.25","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","20","15","5","2","5","10","5","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Netherlands","Vietnam","Amended by MLI","2022","2024","In Force","0.48","0.34","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","5","50","15","7","7","15","15","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Netherlands","Pakistan","Amended by MLI","2017","2022","In Force","0.65","0.52","0.84","0.57","0.69","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","25","20","20","10","15","5","15","0","YES","NO","YES","NO","","NO","NO","PPT"
"Netherlands","South Africa","Amended by MLI","2017","2023","In Force","0.09","0.09","0.19","0","0.06","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","NO","NO","NO","NO","NO","YES","YES","PPT"
"Netherlands","Tunisia","Amended by MLI","2018","2024","In Force","0.37","0.53","0.34","0.25","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","0","10","20","10","10","11","11","11","11","NO","NO","YES","NO","NO","NO","NO","PPT"
"New Zealand","Samoa","Original","2015","2016","In Force","0.32","0.38","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","10","10","0","YES","NO","NO","NO","YES","NO","NO","PPT"
"New Zealand","Philippines","Amended by protocol","2002","2008","In Force","0.53","0.5","0.47","0.63","0.53","6","YES","6","YES","YES","NO","NO","YES","YES","NO","YES","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"New Zealand","Papua New Guinea","Amended by MLI","2019","2024","In Force","0.56","0.44","0.61","0.63","0.59","3","YES","6","YES","YES","YES","NO","YES","YES","NO","NO","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","YES","NO","PPT"
"New Zealand","Vietnam","Amended by MLI","2022","2024","In Force","0.66","0.38","0.84","0.75","0.76","6","YES","6","NO","NO","YES","NO","YES","YES","YES","NO","5","50","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"New Zealand","Thailand","Amended by MLI","2022","2023","In Force","0.65","0.49","0.84","0.63","0.71","6","YES","6","NO","NO","YES","NO","YES","YES","NO","YES","15","","15","15","10","15","10","10","0","NO","YES","YES","NO","YES","NO","NO","PPT"
"New Zealand","South Africa","Amended by MLI","2017","2023","In Force","0.41","0.38","0.34","0.5","0.41","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Niger","United Arab Emirates","Original","2018","2022","In Force","0.49","0.13","0.84","0.5","0.65","6","YES","6","NO","NO","NO","YES","YES","NO","YES","NO","0","","0","0","0","10","10","10","0","YES","NO","YES","YES","NO","NO","NO","NA"
"Nigeria","Pakistan","Original","1989","1990","In Force","0.51","0.55","0.23","0.75","0.47","3","YES","NO","YES","YES","NO","NO","NO","YES","YES","YES","12.5","10","15","15","15","15","15","15","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Nigeria","Philippines","Original","1997","2014","In Force","0.51","0.55","0.23","0.75","0.47","3","YES","NO","YES","YES","NO","NO","NO","YES","YES","YES","12.5","25","15","10","10","20","20","20","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Nigeria","Romania","Original","1992","1995","In Force","0.53","0.47","0.36","0.75","0.53","3","YES","3","YES","YES","NO","NO","NO","YES","YES","YES","12.5","","12.5","12.5","12.5","12.5","12.5","12.5","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Nigeria","Slovakia","Pre-independence","1989","1991","In Force","0.45","0.55","0.23","0.57","0.38","3","YES","NO","YES","YES","NO","NO","NO","YES","YES","","12.5","10","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Nigeria","South Africa","Original","2000","2009","In Force","0.42","0.3","0.34","0.63","0.47","6","YES","6","YES","YES","NO","NO","NO","YES","YES","YES","7.5","10","10","7.5","7.5","7.5","7.5","7.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Nigeria","Spain","Original","2009","2015","In Force","0.38","0.3","0.47","0.38","0.41","6","YES","6","YES","YES","NO","NO","YES","YES","NO","NO","7.5","10","10","7.5","7.5","7.5","7.5","7.5","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Nigeria","Sweden","Original","2004","2015","In Force","0.42","0.3","0.59","0.38","0.47","6","YES","6","NO","NO","NO","NO","NO","YES","YES","NO","7.5","10","10","7.5","7.5","7.5","7.5","7.5","0","NO","NO","NO","NO","YES","NO","NO","OTHER"
"Nigeria","United Kingdom","Original","1987","1988","In Force","0.37","0.48","0.23","0.4","0.29","3","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","","","YES","NO","","NO","NO","NA"
"Nigeria","Singapore","Original","2017","2019","In Force","0.58","0.28","0.84","0.63","0.71","6","YES","6","NO","NO","NO","YES","YES","NO","YES","YES","7.5","","7.5","7.5","7.5","7.5","7.5","7.5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"North Macedonia","Sri Lanka","Pre-independence","1985","1987","In Force","0.45","0.41","0.58","0.38","0.44","9","NO","9","NO","NO","YES","NO","NO","NO","NO","YES","12.5","","12.5","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","NA"
"North Macedonia","Turkey","Original","1995","1997","In Force","0.2","0.34","0.13","0.13","0.12","24","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Serbia","Pre-independence","1996","1998","In Force","0.21","0.38","0.13","0.13","0.12","24","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Poland","Original","1996","2000","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Russia","Original","1997","2001","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Sweden","Original","1998","1999","In Force","0.2","0.16","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","15","10","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Ukraine","Original","1998","1999","In Force","0.4","0.38","0.44","0.38","0.35","12","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Slovenia","Original","1998","2000","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Taiwan","Original","1999","2000","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Switzerland","Original","2000","2000","In Force","0.13","0.19","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Romania","Original","2000","2003","In Force","0.29","0.31","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"North Macedonia","Spain","Original","2005","2006","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"North Macedonia","United Kingdom","Original","2006","2008","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","NA"
"North Macedonia","Qatar","Original","2008","2009","In Force","0.34","0.06","0.84","0.13","0.47","6","YES","3","NO","NO","NO","YES","YES","NO","NO","NO","0","","0","0","0","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"North Macedonia","Slovakia","Original","2009","2011","In Force","0.21","0.31","0.19","0.13","0.12","12","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"North Macedonia","Norway","Original","2011","2012","In Force","0.2","0.28","0.19","0.13","0.12","12","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"North Macedonia","Saudi Arabia","Original","2014","2017","In Force","0.49","0.25","0.72","0.5","0.59","6","YES","6","NO","NO","YES","NO","NO","YES","YES","NO","5","","5","5","5","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","NA"
"North Macedonia","United Arab Emirates","Original","2015","2018","In Force","0.18","0.19","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Norway","Pakistan","Original","1986","1988","In Force","0.78","0.61","0.84","0.88","0.88","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","10","10","12","12","12","12","NO","YES","YES","YES","YES","NO","NO","NA"
"Norway","Senegal","Original","1994","1997","In Force","0.41","0.5","0.61","0.13","0.35","3","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","16","","16","16","0","16","16","16","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Norway","Sri Lanka","Original","1986","1989","In Force","0.68","0.44","0.84","0.75","0.76","6","NO","6","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","10","10","10","10","10","0","NO","YES","YES","YES","NO","NO","NO","NA"
"Norway","Tanzania","Original","1976","1979","In Force","0.43","0.94","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","20","","20","15","15","20","20","20","20","NO","NO","YES","NO","NO","NO","NO","NA"
"Norway","Uganda","Original","1999","2002","In Force","0.44","0.49","0.47","0.38","0.47","6","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","10","25","15","10","10","10","10","0","10","NO","NO","YES","NO","YES","NO","YES","NA"
"Norway","Vietnam","Original","1995","1997","In Force","0.67","0.41","0.84","0.75","0.76","6","YES","6","NO","NO","YES","YES","NO","YES","YES","NO","10","25","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Norway","Zimbabwe","Original","1989","1992","In Force","0.77","0.59","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","15","25","20","10","10","10","10","10","10","NO","YES","YES","YES","YES","NO","NO","NA"
"Norway","Sierra Leone","Pre-independence","1955","1954","In Force","0.33","0","0.5","0.5","0.45","","","NO","NO","NO","YES","NO","NO","YES","NO","NO","0","","0","0","0","0","0","0","0","","","YES","","","NO","NO","NA"
"Norway","Trinidad and Tobago","Original","1969","1966","In Force","0.34","0.56","0.22","0.25","0.31","6","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","25","20","15","15","15","0","15","5","","","YES","","","NO","NO","NA"
"Norway","Tunisia","Original","1978","1979","In Force","0.39","0.57","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","20","","20","12","12","15","5","20","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Norway","Turkmenistan","Pre-independence","1980","1982","In Force","0.19","0.25","0.31","0","0.13","12","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","20","","20","0","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Norway","Ukraine","Original","1996","1997","In Force","0.48","0.38","0.56","0.5","0.47","12","YES","NO","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Norway","Venezuela","Original","1997","1999","In Force","0.69","0.48","0.84","0.75","0.82","6","YES","2","NO","NO","YES","YES","NO","YES","YES","NO","5","10","10","15","5","12","12","12","9","YES","YES","YES","NO","YES","NO","YES","NA"
"Norway","Thailand","Original","2003","2004","In Force","0.59","0.44","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","NO","YES","10","10","15","15","10","15","5","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Norway","Zambia","Original","2015","2018","In Force","0.36","0.38","0.47","0.25","0.35","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","NO","NO","YES","NO","YES","NA"
"Norway","Philippines","Amended by protocol","1989","1997","In Force","0.63","0.66","0.72","0.5","0.59","6","YES","6","YES","YES","YES","YES","YES","NO","YES","YES","15","10","25","15","15","25","25","25","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Norway","South Africa","Amended by MLI","2017","2023","In Force","0.15","0.13","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Oman","Yemen","Original","2002","2004","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oman","Sudan","Original","2003","2005","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oman","Syria","Original","2005","2006","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oman","Uzbekistan","Original","2009","2010","In Force","0.46","0.3","0.58","0.5","0.5","9","YES","6","YES","YES","YES","NO","YES","YES","YES","NO","7","","7","7","7","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Oman","Sri Lanka","Original","2018","2021","In Force","0.73","0.48","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","7.5","10","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","YES","NA"
